[2024-12-30 16:21:23] This is codeql database index-files --working-dir=. --include-extension=.htm --include-extension=.html --include-extension=.xhtm --include-extension=.xhtml --include-extension=.vue --size-limit 10m --language html -- /Users/test/Desktop/trafficcontrol/trafficcontrol_vuln
[2024-12-30 16:21:23] Log file was started late.
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/dialog/input...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/dialog/reset...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/dialog/confirm...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/dialog/confirm/enter...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/dialog/textarea...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/dialog/compare...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/dialog/text...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/dialog/select...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/dialog/select/lock...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/dialog/select/status...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/dialog/import...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/parameterProfiles...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/serverCapabilityDeliveryServices...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/asns...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/cacheGroupAsns...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/cdnNotifications...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/regions...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/topologyCacheGroups...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/types...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/deliveryServiceRegexes...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/capabilities...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/capabilityUsers...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/cdns...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/coordinates...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/federationResolvers...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/regionPhysLocations...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/typeServers...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/deliveryServiceStaticDnsEntries...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/topologyDeliveryServices...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/deliveryServiceJobs...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/profilesParamsCompare...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/deliveryServiceServers...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/capabilityEndpoints...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/serverCapabilityServers...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/deliveryServiceOrigins...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/tenantUsers...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/serviceCategoryDeliveryServices...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/roles...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/roleUsers...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/typeCacheGroups...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/tenants...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/topologies...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/statusServers...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/changeLogs...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/cdniConfigRequests...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/deliveryServiceTargets...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/topologyCacheGroupServers...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/profileParameters...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/physLocationServers...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/serverDeliveryServices...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/cdnFederations...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/divisions...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/serviceCategories...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/cdnServers...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/agGrid...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/users...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/cdnFederationUsers...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/parameters...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/cacheGroups...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/deliveryServiceRequests...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/deliveryServices...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/cacheGroupServers...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/serverCapabilities...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/deliveryServiceRequestComments...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/physLocations...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/topologyServers...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/profiles...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/statuses...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/cdnDeliveryServices...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/jobs...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/cdnFederationDeliveryServices...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/origins...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/typeDeliveryServices...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/servers...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/notifications...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/divisionRegions...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/tenantDeliveryServices...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/typeStaticDnsEntries...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/certExpirations...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/roleCapabilities...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/table/serverServerCapabilities...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/compare...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/notifications...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/common/modules/header...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/scripts...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/public...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/public/sso...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/public/login...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/asns...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/asns/edit...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/asns/list...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/asns/new...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/regions...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/regions/edit...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/regions/list...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/regions/new...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/regions/physLocations...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/ssl...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/types...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/types/edit...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/types/staticDnsEntries...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/types/list...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/types/new...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/types/cacheGroups...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/types/deliveryServices...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/types/servers...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/capabilities...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/capabilities/endpoints...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/capabilities/list...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/capabilities/users...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdns...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdns/config...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdns/dnssecKeys...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdns/dnssecKeys/view...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdns/dnssecKeys/generate...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdns/dnssecKeys/regenerateKsk...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdns/edit...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdns/list...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdns/new...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdns/deliveryServices...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdns/federations...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdns/federations/edit...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdns/federations/list...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdns/federations/users...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdns/federations/new...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdns/federations/deliveryServices...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdns/servers...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdns/notifications...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/iso...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/coordinates...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/coordinates/edit...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/coordinates/list...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/coordinates/new...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/roles...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/roles/capabilities...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/roles/edit...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/roles/list...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/roles/users...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/roles/new...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/user...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/user/edit...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/tenants...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/tenants/edit...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/tenants/list...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/tenants/users...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/tenants/new...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/tenants/deliveryServices...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/topologies...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/topologies/edit...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/topologies/clone...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/topologies/list...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/topologies/new...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/topologies/cacheGroups...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/topologies/deliveryServices...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/topologies/servers...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/changeLogs...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/changeLogs/list...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cacheChecks...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/dashboard...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/dashboard/view...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdniConfigRequests...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdniConfigRequests/list...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cdniConfigRequests/view...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/cacheStats...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/divisions...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/divisions/regions...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/divisions/edit...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/divisions/list...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/divisions/new...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/serviceCategories...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/serviceCategories/edit...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/serviceCategories/list...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/serviceCategories/new...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/serviceCategories/deliveryServices...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/users...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/users/edit...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/users/register...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/users/list...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/users/new...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/parameters...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/parameters/edit...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/traffic_portal/app/src/modules/private/parameters/list...
